ORDERDATE,PRICE,SALES,CITY,COUNTRY,PRODUCTLINE,CUSTOMERNAME,DEALSIZE,OCCUPATION,ANNUAL_INCOME,MONTH
2020-09-25,156.25,315.85,San Antonio,Canada,Home & Garden,Customer_269,Small,Student,24436.76,9
2020-09-26,321.76,1724.32,Houston,Canada,Clothing,Customer_270,Large,Lawyer,105951.89,9
2020-09-27,596.75,1057.83,Philadelphia,Germany,Food & Beverage,Customer_271,Medium,Doctor,242034.65,9
2020-09-28,364.82,985.2,Houston,USA,Toys,Customer_272,Large,Artist,60640.51,9
2020-09-29,30.46,8.0,Dallas,Germany,Automotive,Customer_273,Medium,Artist,21465.61,9
2020-09-30,105.94,509.97,New York,Germany,Jewelry,Customer_274,Medium,Manager,123527.2,9
2020-10-01,297.6,1052.65,New York,Germany,Sports,Customer_275,Large,Engineer,89965.52,10
2020-10-02,663.11,1172.19,Phoenix,Germany,Books,Customer_276,Medium,Student,25041.18,10
2020-10-03,107.53,353.17,Phoenix,UK,Home & Garden,Customer_277,Medium,Student,18242.04,10
2020-10-04,565.05,4159.98,San Diego,UK,Sports,Customer_278,Medium,Engineer,113178.47,10
2020-10-05,128.69,8.27,San Antonio,USA,Sports,Customer_279,Small,Salesperson,93924.42,10
2020-10-06,219.5,722.44,Chicago,USA,Toys,Customer_280,Medium,Manager,173714.31,10
2020-10-07,180.47,935.13,San Diego,Mexico,Beauty,Customer_281,Small,Salesperson,94502.04,10
2020-10-08,76.56,143.45,Houston,Canada,Home & Garden,Customer_282,Small,Salesperson,98495.42,10
2020-10-09,674.62,2036.96,Chicago,UK,Food & Beverage,Customer_283,Large,Salesperson,30746.91,10
2020-10-10,468.77,2788.4,Los Angeles,USA,Food & Beverage,Customer_284,Small,Engineer,116046.71,10
2020-10-11,832.74,2198.42,Dallas,Germany,Toys,Customer_285,Medium,Salesperson,58898.76,10
2020-10-12,107.9,8.27,San Antonio,UK,Electronics,Customer_286,Small,Artist,71591.27,10
2020-10-13,153.29,779.4,Phoenix,Canada,Beauty,Customer_287,Large,Teacher,50072.59,10
2020-10-14,313.39,3314.99,Dallas,UK,Toys,Customer_288,Large,Lawyer,246775.01,10
2020-10-15,768.21,428.16,Chicago,Canada,Books,Customer_289,Medium,Student,24205.62,10
2020-10-16,312.7,817.91,Philadelphia,Mexico,Clothing,Customer_290,Small,Student,26903.06,10
2020-10-17,414.33,2297.34,San Diego,USA,Books,Customer_291,Small,Lawyer,94551.92,10
2020-10-18,308.59,773.65,Dallas,Canada,Electronics,Customer_292,Large,Engineer,76511.21,10
2020-10-19,89.42,146.71,Houston,Mexico,Books,Customer_293,Large,Doctor,251680.73,10
2020-10-20,940.04,2957.12,New York,UK,Sports,Customer_294,Large,Engineer,61978.79,10
2020-10-21,553.05,2551.1,San Diego,USA,Home & Garden,Customer_295,Large,Student,27253.17,10
2020-10-22,789.95,1478.86,San Jose,Canada,Jewelry,Customer_296,Large,Student,15209.24,10
2020-10-23,661.77,2031.46,Chicago,Canada,Electronics,Customer_297,Small,Lawyer,191710.2,10
2020-10-24,519.11,860.26,Philadelphia,USA,Sports,Customer_298,Small,Salesperson,55556.57,10
2020-10-25,98.78,222.13,Houston,UK,Books,Customer_299,Small,Engineer,115034.54,10
2020-10-26,646.31,8658.04,Philadelphia,UK,Jewelry,Customer_300,Medium,Entrepreneur,363214.13,10
2020-10-27,163.82,1178.98,Chicago,Germany,Food & Beverage,Customer_301,Medium,Lawyer,138220.79,10
2020-10-28,420.24,874.09,San Antonio,UK,Jewelry,Customer_302,Medium,Artist,26477.75,10
2020-10-29,632.82,1386.08,Los Angeles,USA,Automotive,Customer_303,Small,Student,16044.69,10
2020-10-30,784.41,2293.46,Phoenix,Mexico,Sports,Customer_304,Small,Lawyer,180119.12,10
2020-10-31,688.19,3820.26,Chicago,USA,Jewelry,Customer_305,Medium,Engineer,106858.98,10
2020-11-01,674.82,1983.5,Phoenix,Canada,Automotive,Customer_306,Small,Student,26133.02,11
2020-11-02,157.55,864.33,Chicago,Germany,Toys,Customer_307,Large,Doctor,201947.1,11
2020-11-03,352.67,2594.42,Dallas,Germany,Toys,Customer_308,Medium,Lawyer,151815.78,11
2020-11-04,52.48,179.62,San Diego,Mexico,Sports,Customer_309,Small,Manager,121751.33,11
2020-11-05,722.28,1901.11,Los Angeles,Canada,Jewelry,Customer_310,Large,Student,15396.7,11
2020-11-06,953.06,968.38,San Diego,UK,Toys,Customer_311,Medium,Engineer,90200.15,11
2020-11-07,271.47,1378.65,San Diego,UK,Electronics,Customer_312,Small,Teacher,79040.81,11
2020-11-08,96.82,999.48,San Jose,UK,Automotive,Customer_313,Small,Entrepreneur,443100.01,11
2020-11-09,480.81,352.16,Chicago,USA,Sports,Customer_314,Large,Accountant,73056.46,11
2020-11-10,858.13,3527.18,San Jose,UK,Automotive,Customer_315,Medium,Salesperson,71145.68,11
2020-11-11,556.45,3064.92,Phoenix,Canada,Books,Customer_316,Small,Accountant,109310.77,11
2020-11-12,56.31,522.18,Los Angeles,Germany,Jewelry,Customer_317,Large,Engineer,99714.69,11
2020-11-13,974.53,616.52,San Jose,USA,Toys,Customer_318,Small,Artist,21077.47,11
2020-11-14,830.36,1690.07,Philadelphia,UK,Electronics,Customer_319,Small,Artist,24470.63,11
2020-11-15,140.28,334.52,Los Angeles,Canada,Electronics,Customer_320,Medium,Teacher,60415.71,11
2020-11-16,922.58,3625.27,Houston,Mexico,Home & Garden,Customer_321,Medium,Salesperson,97860.76,11
2020-11-17,456.18,2219.41,Chicago,Canada,Jewelry,Customer_322,Small,Manager,160117.24,11
2020-11-18,378.18,184.26,New York,Germany,Toys,Customer_323,Small,Teacher,42836.65,11
2020-11-19,466.44,1191.78,San Diego,Canada,Books,Customer_324,Medium,Accountant,63255.26,11
2020-11-20,836.23,3800.6,San Diego,Canada,Sports,Customer_325,Small,Teacher,70852.93,11
2020-11-21,662.88,4454.29,New York,USA,Jewelry,Customer_326,Small,Accountant,108900.78,11
2020-11-22,68.66,59.45,Philadelphia,Germany,Home & Garden,Customer_327,Small,Student,24265.42,11
2020-11-23,958.03,3312.0,New York,UK,Jewelry,Customer_328,Large,Artist,58665.39,11
2020-11-24,156.31,383.38,Dallas,Germany,Books,Customer_329,Large,Student,15425.06,11
2020-11-25,748.11,3174.64,New York,Mexico,Beauty,Customer_330,Medium,Entrepreneur,422838.62,11
2020-11-26,639.78,2661.58,Chicago,Germany,Home & Garden,Customer_331,Small,Salesperson,85179.26,11
2020-11-27,195.65,649.9,Dallas,USA,Jewelry,Customer_332,Small,Manager,103674.57,11
2020-11-28,179.02,1643.69,New York,UK,Food & Beverage,Customer_333,Large,Accountant,99607.37,11
2020-11-29,871.62,4156.12,Los Angeles,Germany,Sports,Customer_334,Medium,Manager,97931.1,11
2020-11-30,425.5,465.15,Houston,UK,Food & Beverage,Customer_335,Medium,Accountant,52823.11,11
2020-12-01,658.03,1217.16,San Antonio,USA,Sports,Customer_336,Small,Engineer,78102.29,12
2020-12-02,509.03,297.77,San Diego,Canada,Books,Customer_337,Small,Teacher,47145.16,12
2020-12-03,730.08,7855.71,New York,Mexico,Toys,Customer_338,Large,Entrepreneur,201986.6,12
2020-12-04,484.45,1635.58,New York,Germany,Beauty,Customer_339,Large,Artist,45106.97,12
2020-12-05,294.51,312.99,Phoenix,UK,Toys,Customer_340,Medium,Accountant,85597.72,12
2020-12-06,369.75,728.05,San Diego,Germany,Home & Garden,Customer_341,Large,Manager,131978.0,12
2020-12-07,860.49,5166.79,New York,USA,Electronics,Customer_342,Large,Entrepreneur,171803.57,12
2020-12-08,473.35,2227.0,Chicago,Canada,Books,Customer_343,Medium,Doctor,105834.13,12
2020-12-09,221.31,3309.06,Philadelphia,USA,Books,Customer_344,Medium,Doctor,221020.32,12
2020-12-10,935.26,2085.23,New York,UK,Clothing,Customer_345,Medium,Student,20936.17,12
2020-12-11,798.63,2974.21,Chicago,Germany,Jewelry,Customer_346,Small,Artist,37920.33,12
2020-12-12,65.11,157.12,New York,UK,Clothing,Customer_347,Small,Engineer,138024.69,12
2020-12-13,998.95,6253.9,Houston,USA,Automotive,Customer_348,Large,Manager,167076.63,12
2020-12-14,697.98,5337.93,Dallas,Germany,Automotive,Customer_349,Large,Teacher,74310.62,12
2020-12-15,168.66,615.81,Phoenix,UK,Books,Customer_350,Large,Teacher,59799.31,12
2020-12-16,244.8,916.43,Chicago,Germany,Home & Garden,Customer_351,Small,Manager,87021.06,12
2020-12-17,695.52,2538.59,San Jose,Mexico,Sports,Customer_352,Small,Salesperson,78735.5,12
2020-12-18,781.96,4679.92,San Antonio,USA,Beauty,Customer_353,Medium,Engineer,78546.64,12
2020-12-19,246.65,2690.73,Philadelphia,USA,Sports,Customer_354,Medium,Entrepreneur,248553.35,12
2020-12-20,264.4,1018.05,Dallas,Mexico,Toys,Customer_355,Small,Accountant,54550.06,12
2020-12-21,314.05,460.97,Houston,Canada,Food & Beverage,Customer_356,Small,Salesperson,87771.59,12
2020-12-22,602.04,2333.63,Houston,UK,Clothing,Customer_357,Small,Accountant,58815.84,12
2020-12-23,180.1,433.05,Dallas,Canada,Home & Garden,Customer_358,Large,Accountant,113216.83,12
2020-12-24,113.2,277.55,Los Angeles,Germany,Toys,Customer_359,Medium,Salesperson,90496.14,12
2020-12-25,682.08,2762.69,San Jose,UK,Home & Garden,Customer_360,Large,Student,21968.74,12
2020-12-26,781.31,6858.66,Los Angeles,UK,Sports,Customer_361,Medium,Doctor,248873.64,12
2020-12-27,505.92,3165.91,Dallas,UK,Books,Customer_362,Small,Accountant,93361.16,12
2020-12-28,370.19,1198.25,San Antonio,Mexico,Clothing,Customer_363,Large,Salesperson,86215.29,12
2020-12-29,437.72,2991.8,Phoenix,USA,Electronics,Customer_364,Medium,Salesperson,60226.36,12
2020-12-30,394.52,3799.44,Phoenix,Mexico,Books,Customer_365,Large,Lawyer,213587.44,12
2020-01-01,960.39,1452.58,Dallas,Mexico,Jewelry,Customer_366,Small,Student,21936.85,1
2020-01-02,770.41,5106.71,San Jose,Mexico,Beauty,Customer_367,Medium,Artist,76457.95,1
2020-01-03,216.01,2173.54,Phoenix,Canada,Electronics,Customer_368,Small,Lawyer,162683.26,1
2020-01-04,390.35,3579.28,Dallas,Mexico,Automotive,Customer_369,Medium,Lawyer,158645.28,1
2020-01-05,548.57,1118.9,San Diego,USA,Sports,Customer_370,Large,Manager,172059.34,1
2020-01-06,616.86,1034.65,Philadelphia,UK,Home & Garden,Customer_371,Medium,Doctor,264315.54,1
2020-01-07,473.5,969.93,Phoenix,Canada,Sports,Customer_372,Large,Salesperson,68814.24,1
2020-01-08,812.03,5892.09,Phoenix,Mexico,Food & Beverage,Customer_373,Small,Doctor,135959.56,1
2020-01-09,769.93,4408.78,Phoenix,Mexico,Automotive,Customer_374,Small,Engineer,102098.24,1
2020-01-10,510.11,4491.12,New York,UK,Clothing,Customer_375,Medium,Manager,195849.43,1
2020-01-11,855.89,3681.95,Phoenix,UK,Toys,Customer_376,Small,Artist,65179.17,1
2020-01-12,753.58,8465.99,Chicago,Canada,Home & Garden,Customer_377,Medium,Doctor,262232.52,1
2020-01-13,780.8,2873.07,Philadelphia,USA,Automotive,Customer_378,Large,Teacher,41313.02,1
2020-01-14,956.84,6551.27,Dallas,Canada,Home & Garden,Customer_379,Medium,Accountant,82750.16,1
2020-01-15,273.8,2508.64,Chicago,UK,Books,Customer_380,Medium,Engineer,118195.9,1
2020-01-16,274.97,1139.83,New York,USA,Sports,Customer_381,Medium,Student,27450.49,1
2020-01-17,890.06,2742.81,San Diego,Mexico,Home & Garden,Customer_382,Small,Artist,22956.42,1
2020-01-18,774.5,2894.23,Dallas,Mexico,Sports,Customer_383,Large,Engineer,136719.5,1
2020-01-19,927.28,3400.16,San Jose,Germany,Beauty,Customer_384,Medium,Accountant,88388.07,1
2020-01-20,72.5,419.78,Houston,UK,Books,Customer_385,Large,Manager,95650.82,1
2020-01-21,631.48,2184.6,San Jose,Germany,Clothing,Customer_386,Small,Accountant,72207.87,1
2020-01-22,153.18,747.6,Phoenix,Canada,Clothing,Customer_387,Medium,Lawyer,127928.02,1
2020-01-23,508.86,3181.87,Chicago,Canada,Beauty,Customer_388,Medium,Accountant,87160.13,1
2020-01-24,164.19,1801.95,San Diego,USA,Food & Beverage,Customer_389,Large,Lawyer,88786.57,1
2020-01-25,136.8,1209.06,Chicago,UK,Jewelry,Customer_390,Large,Manager,90609.7,1
2020-01-26,22.05,11.0,Houston,USA,Home & Garden,Customer_391,Large,Entrepreneur,415711.87,1
2020-01-27,633.94,1222.61,San Jose,USA,Toys,Customer_392,Medium,Lawyer,102542.68,1
2020-01-28,365.43,624.25,San Antonio,Canada,Jewelry,Customer_393,Medium,Student,18500.94,1
2020-01-29,114.14,952.99,Los Angeles,Canada,Toys,Customer_394,Large,Accountant,81735.94,1
2020-01-30,329.61,2718.37,New York,UK,Books,Customer_395,Large,Accountant,86198.46,1
2020-01-31,177.25,400.72,Houston,Canada,Beauty,Customer_396,Large,Student,26454.16,1
2020-02-01,942.28,2094.49,San Diego,UK,Home & Garden,Customer_397,Small,Teacher,57893.3,2
2020-02-02,326.8,506.27,New York,Germany,Electronics,Customer_398,Medium,Salesperson,85290.52,2
2020-02-03,340.61,2341.8,San Jose,Mexico,Clothing,Customer_399,Large,Entrepreneur,328255.84,2
2020-02-04,841.46,702.44,Chicago,Germany,Sports,Customer_400,Small,Artist,26785.98,2
2020-02-05,651.28,2688.09,Houston,Canada,Automotive,Customer_401,Medium,Lawyer,106576.34,2
2020-02-06,713.07,1746.5,Houston,Mexico,Food & Beverage,Customer_402,Small,Student,21555.51,2
2020-02-07,639.64,1682.19,Chicago,Mexico,Beauty,Customer_403,Large,Manager,121595.62,2
2020-02-08,946.73,4989.66,Chicago,USA,Electronics,Customer_404,Small,Lawyer,206402.53,2
2020-02-09,214.93,858.54,San Antonio,Mexico,Clothing,Customer_405,Small,Salesperson,70651.6,2
2020-02-10,989.15,4969.02,San Diego,UK,Jewelry,Customer_406,Large,Manager,120457.3,2
2020-02-11,832.65,4874.04,San Jose,Canada,Home & Garden,Customer_407,Large,Engineer,75368.43,2
2020-02-12,593.08,2660.05,Houston,Canada,Food & Beverage,Customer_408,Medium,Accountant,65878.6,2
2020-02-13,665.75,5233.3,San Diego,USA,Electronics,Customer_409,Small,Engineer,111795.09,2
2020-02-14,652.34,10108.1,San Diego,USA,Sports,Customer_410,Large,Lawyer,151984.6,2
2020-02-15,67.81,222.16,Philadelphia,Canada,Clothing,Customer_411,Large,Salesperson,66044.93,2
2020-02-16,225.84,1723.46,New York,USA,Clothing,Customer_412,Large,Entrepreneur,126804.85,2
2020-02-17,961.86,8102.68,San Antonio,Mexico,Clothing,Customer_413,Medium,Lawyer,192694.06,2
2020-02-18,539.02,1265.98,San Antonio,Mexico,Beauty,Customer_414,Small,Student,27788.08,2
2020-02-19,384.57,1083.96,Phoenix,UK,Jewelry,Customer_415,Large,Doctor,151587.9,2
2020-02-20,764.42,3796.76,Philadelphia,USA,Sports,Customer_416,Small,Lawyer,163557.42,2
2020-02-21,529.27,2281.08,Dallas,Canada,Automotive,Customer_417,Large,Accountant,118286.91,2
2020-02-22,23.03,11.73,Chicago,Germany,Jewelry,Customer_418,Large,Accountant,73326.92,2
2020-02-23,738.88,3584.97,Houston,Canada,Toys,Customer_419,Small,Lawyer,181157.88,2
2020-02-24,734.9,3734.81,Dallas,Germany,Electronics,Customer_420,Small,Manager,81725.44,2
2020-02-25,173.5,1268.15,San Jose,Germany,Jewelry,Customer_421,Medium,Doctor,221203.0,2
2020-02-26,957.09,1217.56,Los Angeles,UK,Beauty,Customer_422,Medium,Student,16344.48,2
2020-02-27,231.67,1849.37,Dallas,Germany,Food & Beverage,Customer_423,Small,Lawyer,243070.02,2
2020-02-28,463.17,5412.7,Phoenix,Mexico,Clothing,Customer_424,Large,Manager,163036.14,2
2020-02-29,123.59,223.02,Chicago,Mexico,Automotive,Customer_425,Medium,Accountant,105171.19,2
2020-03-01,607.25,1672.76,San Diego,UK,Clothing,Customer_426,Small,Accountant,99287.31,3
2020-03-02,381.7,980.63,Dallas,Canada,Clothing,Customer_427,Medium,Salesperson,71281.03,3
2020-03-03,359.64,1263.2,New York,Canada,Home & Garden,Customer_428,Small,Lawyer,156485.17,3
2020-03-04,828.71,16873.52,Phoenix,Canada,Automotive,Customer_429,Large,Doctor,271674.68,3
2020-03-05,19.47,12.0,Dallas,Canada,Food & Beverage,Customer_430,Medium,Teacher,78273.43,3
2020-03-06,799.97,10069.74,Los Angeles,Mexico,Clothing,Customer_431,Medium,Doctor,199807.23,3
2020-03-07,575.73,2524.27,New York,Mexico,Jewelry,Customer_432,Medium,Accountant,115207.45,3
2020-03-08,986.24,6365.48,San Diego,UK,Toys,Customer_433,Medium,Accountant,90833.3,3
2020-03-09,593.55,2356.97,Philadelphia,UK,Home & Garden,Customer_434,Small,Engineer,108454.58,3
2020-03-10,64.83,310.73,Los Angeles,UK,Jewelry,Customer_435,Small,Accountant,81813.79,3
2020-03-11,60.14,245.34,Chicago,Canada,Electronics,Customer_436,Medium,Student,18139.32,3
2020-03-12,884.32,2801.53,Phoenix,Canada,Automotive,Customer_437,Large,Artist,20223.18,3
2020-03-13,842.8,2658.4,New York,Mexico,Automotive,Customer_438,Small,Lawyer,121056.06,3
2020-03-14,352.43,3817.51,Los Angeles,Mexico,Toys,Customer_439,Small,Doctor,201944.63,3
2020-03-15,621.85,5498.57,New York,USA,Jewelry,Customer_440,Large,Artist,42797.6,3
2020-03-16,494.7,921.4,San Antonio,USA,Food & Beverage,Customer_441,Medium,Manager,128303.08,3
2020-03-17,967.49,2815.22,San Antonio,Canada,Books,Customer_442,Medium,Teacher,79225.93,3
2020-03-18,950.46,2096.54,San Jose,Mexico,Beauty,Customer_443,Small,Student,20254.09,3
2020-03-19,984.0,18054.35,Phoenix,Canada,Home & Garden,Customer_444,Large,Doctor,190436.59,3
2020-03-20,867.78,4003.77,San Jose,Germany,Clothing,Customer_445,Large,Artist,28010.93,3
2020-03-21,910.46,4846.27,Philadelphia,USA,Home & Garden,Customer_446,Small,Teacher,41918.31,3
2020-03-22,225.11,1037.49,Chicago,UK,Clothing,Customer_447,Medium,Engineer,129786.86,3
2020-03-23,832.7,1421.76,Los Angeles,Canada,Home & Garden,Customer_448,Medium,Student,23560.25,3
2020-03-24,711.77,1276.52,San Jose,Germany,Clothing,Customer_449,Large,Student,26410.57,3
2020-03-25,963.16,5295.88,Dallas,UK,Automotive,Customer_450,Large,Engineer,73487.65,3
2020-03-26,575.55,8142.43,Los Angeles,Germany,Toys,Customer_451,Large,Lawyer,177210.89,3
2020-03-27,94.32,219.89,New York,Mexico,Automotive,Customer_452,Large,Engineer,82827.82,3
2020-03-28,601.42,1905.2,Dallas,Mexico,Electronics,Customer_453,Large,Student,18420.93,3
2020-03-29,689.72,2658.66,San Diego,Mexico,Beauty,Customer_454,Large,Student,15172.89,3
2020-03-30,228.12,747.2,San Diego,UK,Clothing,Customer_455,Large,Artist,27820.44,3
2020-03-31,400.17,2080.09,San Antonio,UK,Automotive,Customer_456,Large,Accountant,71648.77,3
2020-04-01,602.52,2050.7,Dallas,Mexico,Home & Garden,Customer_457,Large,Teacher,44675.15,4
2020-04-02,380.36,2399.39,Chicago,UK,Clothing,Customer_458,Small,Engineer,148727.26,4
2020-04-03,381.2,2243.56,San Diego,Mexico,Electronics,Customer_459,Medium,Teacher,52345.31,4
2020-04-04,141.76,1074.64,New York,Canada,Home & Garden,Customer_460,Small,Engineer,71729.16,4
2020-04-05,941.34,6430.73,New York,Mexico,Jewelry,Customer_461,Small,Manager,95880.7,4
2020-04-06,752.99,2811.44,Philadelphia,USA,Electronics,Customer_462,Large,Student,23815.55,4
2020-04-07,11.23,11.73,San Diego,Canada,Automotive,Customer_463,Large,Accountant,54483.05,4
2020-04-08,767.96,1481.54,San Diego,Mexico,Clothing,Customer_464,Large,Artist,71746.05,4
2020-04-09,742.4,958.63,San Jose,USA,Automotive,Customer_465,Small,Accountant,117304.98,4
2020-04-10,19.63,99.74,New York,Mexico,Jewelry,Customer_466,Large,Accountant,67272.32,4
2020-04-11,375.91,2227.19,New York,Canada,Electronics,Customer_467,Large,Accountant,81506.67,4
2020-04-12,610.68,3226.91,Dallas,Mexico,Food & Beverage,Customer_468,Medium,Teacher,40885.38,4
2020-04-13,458.22,879.21,Dallas,UK,Food & Beverage,Customer_469,Large,Engineer,117663.92,4
2020-04-14,780.21,3164.88,San Antonio,Mexico,Sports,Customer_470,Medium,Entrepreneur,236266.73,4
2020-04-15,431.2,2083.82,New York,Canada,Books,Customer_471,Small,Manager,105107.6,4
2020-04-16,162.32,1718.49,San Jose,Germany,Toys,Customer_472,Medium,Doctor,141367.42,4
2020-04-17,976.65,2016.26,Los Angeles,Mexico,Sports,Customer_473,Large,Accountant,95781.62,4
2020-04-18,249.62,879.44,San Diego,UK,Beauty,Customer_474,Large,Lawyer,150756.9,4
2020-04-19,720.52,3205.05,San Diego,Canada,Home & Garden,Customer_475,Medium,Teacher,47186.37,4
2020-04-20,151.72,708.83,Phoenix,USA,Beauty,Customer_476,Medium,Artist,61346.54,4
2020-04-21,335.72,5838.23,Los Angeles,Germany,Jewelry,Customer_477,Large,Doctor,213014.46,4
2020-04-22,447.61,4888.05,Chicago,Mexico,Toys,Customer_478,Medium,Entrepreneur,436402.42,4
2020-04-23,200.31,2037.37,Phoenix,Canada,Beauty,Customer_479,Medium,Lawyer,99970.9,4
2020-04-24,455.46,10350.42,Chicago,UK,Books,Customer_480,Large,Entrepreneur,403549.97,4
2020-04-25,165.59,576.0,San Jose,UK,Electronics,Customer_481,Small,Doctor,234703.36,4
2020-04-26,563.42,1457.28,New York,Canada,Toys,Customer_482,Small,Accountant,58050.77,4
2020-04-27,667.08,4149.33,Philadelphia,UK,Home & Garden,Customer_483,Large,Lawyer,198119.52,4
2020-04-28,71.81,542.13,Phoenix,Germany,Jewelry,Customer_484,Medium,Entrepreneur,248696.28,4
2020-04-29,872.42,1079.09,Chicago,USA,Home & Garden,Customer_485,Small,Artist,76699.09,4
2020-04-30,193.29,1195.36,Dallas,UK,Home & Garden,Customer_486,Medium,Engineer,72745.02,4
2020-05-01,233.11,256.66,San Jose,UK,Electronics,Customer_487,Large,Student,24642.5,5
2020-05-02,664.74,6479.34,San Diego,USA,Sports,Customer_488,Medium,Engineer,94378.2,5
2020-05-03,474.06,3611.56,San Antonio,Germany,Beauty,Customer_489,Small,Doctor,291362.93,5
2020-05-04,504.4,1875.36,Los Angeles,Germany,Books,Customer_490,Medium,Teacher,53199.0,5
2020-05-05,136.87,385.32,San Jose,Germany,Clothing,Customer_491,Small,Student,29432.79,5
2020-05-06,807.68,9541.13,Phoenix,UK,Clothing,Customer_492,Medium,Manager,187193.16,5
2020-05-07,620.88,1047.49,Phoenix,UK,Jewelry,Customer_493,Small,Artist,36222.99,5
2020-05-08,144.03,574.9,Philadelphia,Germany,Food & Beverage,Customer_494,Medium,Manager,174460.43,5
2020-05-09,380.26,2008.06,Philadelphia,UK,Toys,Customer_495,Small,Lawyer,249252.71,5
2020-05-10,812.31,1400.35,Chicago,Mexico,Clothing,Customer_496,Small,Student,18789.95,5
2020-05-11,572.67,1182.13,Houston,UK,Electronics,Customer_497,Large,Manager,126781.03,5
2020-05-12,117.56,873.78,New York,Germany,Food & Beverage,Customer_498,Medium,Manager,137623.5,5
2020-05-13,379.05,2387.28,New York,Canada,Toys,Customer_499,Small,Entrepreneur,182719.01,5
2020-05-14,250.27,1132.42,Phoenix,Germany,Sports,Customer_500,Medium,Engineer,61373.84,5
2020-05-15,522.29,2064.81,Houston,Canada,Sports,Customer_501,Medium,Entrepreneur,149058.16,5
